c	BiosampleID	BiosampleName	AggregatedBiosampleName	AggregatedBiosampleID	BiosampleType	Age	AgeUnit	Lifestage	Sex
Smooth Muscle	11367-117I8	Smooth Muscle Cells - Umbilical Artery, donor2	Smooth Muscle Cells - Umbilical Artery	State_408	primary cell	unknown		newborn	female
Smooth Muscle	11439-118H8	Smooth Muscle Cells - Umbilical Artery, donor3	Smooth Muscle Cells - Umbilical Artery	State_408	primary cell	unknown		newborn	female
Smooth Muscle	11541-120B2	Smooth Muscle Cells - Umbilical Vein, donor1	Smooth Muscle Cells - Umbilical Vein	State_409	primary cell	unknown		unknown	unknown
Smooth Muscle	11621-122B1	Smooth Muscle Cells - Umbilical Vein, donor2	Smooth Muscle Cells - Umbilical Vein	State_409	primary cell	unknown		unknown	unknown
Smooth Muscle	11702-123B1	Smooth Muscle Cells - Umbilical Vein, donor3	Smooth Muscle Cells - Umbilical Vein	State_409	primary cell	unknown		unknown	unknown
Smooth Muscle	11258-116F7	Smooth Muscle Cells - Uterine, donor1	Smooth Muscle Cells - Uterine	State_410	primary cell	56	year	adult	female
Smooth Muscle	11466-119B8	Smooth Muscle Cells - Uterine, donor3	Smooth Muscle Cells - Uterine	State_410	primary cell	unknown		unknown	female
Smooth Muscle	10048-101G3	smooth muscle, adult, pool1	smooth muscle, adult	State_411	tissue	20-68 	year	adult	male
Spleen	10025-101D7	spleen, adult, pool1	spleen, adult	State_412	tissue	39,50,70 	year	adult	male
Spleen	10044-101F8	spleen, fetal, pool1	spleen, fetal	State_413	tissue	12-31	week	embryonic	mixed
Stromal	10686-109F2	bone marrow stromal cell line:StromaNKtert	bone marrow stromal cell line	State_414	cell line	unknown		unknown	male
Stromal	11245-116E3	Fibroblast - Aortic Adventitial, donor1	Fibroblast - Aortic Adventitial	State_415	primary cell	68	year	adult	female
Stromal	11326-117E3	Fibroblast - Aortic Adventitial, donor2	Fibroblast - Aortic Adventitial	State_415	primary cell	65	year	adult	male
Stromal	11401-118D6	Fibroblast - Aortic Adventitial, donor3	Fibroblast - Aortic Adventitial	State_415	primary cell	19	year	adult	female
Stromal	11268-116G8	Fibroblast - Cardiac, donor1	Fibroblast - Cardiac	State_416	primary cell	22	week	embryonic	male
Stromal	11345-117G4	Fibroblast - Cardiac, donor2	Fibroblast - Cardiac	State_416	primary cell	21	week	embryonic	female
Stromal	11417-118F4	Fibroblast - Cardiac, donor3	Fibroblast - Cardiac	State_416	primary cell	20	week	embryonic	female
Stromal	11452-119A3	Fibroblast - Cardiac, donor4	Fibroblast - Cardiac	State_416	primary cell	unknown		embryonic	unknown
Stromal	11456-119A7	Fibroblast - Cardiac, donor5	Fibroblast - Cardiac	State_416	primary cell	unknown		embryonic	unknown
Stromal	11460-119B2	Fibroblast - Cardiac, donor6	Fibroblast - Cardiac	State_416	primary cell	unknown		embryonic	unknown
Stromal	11492-119E7	Fibroblast - Choroid Plexus, donor1	Fibroblast - Choroid Plexus	State_417	primary cell	unknown		unknown	unknown
Stromal	11572-120E6	Fibroblast - Choroid Plexus, donor2	Fibroblast - Choroid Plexus	State_417	primary cell	unknown		unknown	unknown
Stromal	11653-122E6	Fibroblast - Choroid Plexus, donor3	Fibroblast - Choroid Plexus	State_417	primary cell	unknown		unknown	unknown
Stromal	11531-120A1	Fibroblast - Conjunctival, donor1	Fibroblast - Conjunctival	State_418	primary cell	unknown		unknown	unknown
Stromal	11692-122I9	Fibroblast - Conjunctival, donor3	Fibroblast - Conjunctival	State_418	primary cell	unknown		unknown	unknown
Stromal	11269-116G9	Fibroblast - Dermal, donor1	Fibroblast - Dermal	State_419	primary cell	71	year	adult	male
Stromal	11346-117G5	Fibroblast - Dermal, donor2	Fibroblast - Dermal	State_419	primary cell	68	year	adult	female
Stromal	11418-118F5	Fibroblast - Dermal, donor3	Fibroblast - Dermal	State_419	primary cell	41	year	adult	female
Stromal	11450-119A1	Fibroblast - Dermal, donor4	Fibroblast - Dermal	State_419	primary cell	unknown		embryonic	unknown
Stromal	11454-119A5	Fibroblast - Dermal, donor5	Fibroblast - Dermal	State_419	primary cell	unknown		embryonic	unknown
Stromal	11458-119A9	Fibroblast - Dermal, donor6	Fibroblast - Dermal	State_419	primary cell	unknown		embryonic	unknown
Stromal	11237-116D4	Fibroblast - Gingival, donor1	Fibroblast - Gingival	State_420	primary cell	unknown		embryonic	unknown
Stromal	11928-125I2	Fibroblast - Gingival, donor10 (periodontitis)	Fibroblast - Gingival	State_420	primary cell	unknown		unknown	unknown
Stromal	11318-117D4	Fibroblast - Gingival, donor2	Fibroblast - Gingival	State_420	primary cell	unknown		embryonic	unknown
Stromal	11394-118C8	Fibroblast - Gingival, donor3	Fibroblast - Gingival	State_420	primary cell	unknown		embryonic	unknown
Stromal	11222-116B7	Fibroblast - Gingival, donor4 (GFH2)	Fibroblast - Gingival	State_420	primary cell	22	year	adult	male
Stromal	11303-117B7	Fibroblast - Gingival, donor5 (GFH3)	Fibroblast - Gingival	State_420	primary cell	22	year	adult	male
Stromal	11921-125H4	Fibroblast - Gingival, donor6 (aggressive periodontitis)	Fibroblast - Gingival	State_420	primary cell	27	year	adult	female
Stromal	11922-125H5	Fibroblast - Gingival, donor6 (control)	Fibroblast - Gingival	State_420	primary cell	27	year	adult	female
Stromal	11923-125H6	Fibroblast - Gingival, donor7 (aggressive periodontitis)	Fibroblast - Gingival	State_420	primary cell	32	year	adult	female
Stromal	11924-125H7	Fibroblast - Gingival, donor7 (control)	Fibroblast - Gingival	State_420	primary cell	32	year	adult	female
Stromal	11925-125H8	Fibroblast - Gingival, donor8 (chronic periodontitis)	Fibroblast - Gingival	State_420	primary cell	39	year	adult	male
Stromal	11926-125H9	Fibroblast - Gingival, donor8 (control)	Fibroblast - Gingival	State_420	primary cell	39	year	adult	male
Stromal	11927-125I1	Fibroblast - Gingival, donor9 (control)	Fibroblast - Gingival	State_420	primary cell	29	year	adult	female
Stromal	11270-116H1	Fibroblast - Lung, donor1	Fibroblast - Lung	State_421	primary cell	20	week	embryonic	female
Stromal	11347-117G6	Fibroblast - Lung, donor2	Fibroblast - Lung	State_421	primary cell	22	week	embryonic	male
Stromal	11419-118F6	Fibroblast - Lung, donor3	Fibroblast - Lung	State_421	primary cell	22	week	embryonic	male
Stromal	11506-119G3	Fibroblast - Lymphatic, donor1	Fibroblast - Lymphatic	State_422	primary cell	unknown		unknown	unknown
Stromal	11586-120G2	Fibroblast - Lymphatic, donor2	Fibroblast - Lymphatic	State_422	primary cell	unknown		unknown	unknown
Stromal	11667-122G2	Fibroblast - Lymphatic, donor3	Fibroblast - Lymphatic	State_422	primary cell	unknown		unknown	unknown
Stromal	11540-120B1	Fibroblast - Mammary, donor1	Fibroblast - Mammary	State_423	primary cell	unknown		unknown	unknown
Stromal	11620-122A9	Fibroblast - Mammary, donor2	Fibroblast - Mammary	State_423	primary cell	unknown		unknown	unknown
Stromal	11701-123A9	Fibroblast - Mammary, donor3	Fibroblast - Mammary	State_423	primary cell	unknown		unknown	unknown
Stromal	11238-116D5	Fibroblast - Periodontal Ligament, donor1	Fibroblast - Periodontal Ligament, fetal	State_424	primary cell	unknown		embryonic	unknown
Stromal	11319-117D5	Fibroblast - Periodontal Ligament, donor2	Fibroblast - Periodontal Ligament, fetal	State_424	primary cell	unknown		embryonic	unknown
Stromal	11395-118C9	Fibroblast - Periodontal Ligament, donor3	Fibroblast - Periodontal Ligament, fetal	State_424	primary cell	unknown		embryonic	unknown
Stromal	11223-116B8	Fibroblast - Periodontal Ligament, donor4 (PL29)	Fibroblast - Periodontal Ligament, adult	State_425	primary cell	18	year	adult	female
Stromal	11304-117B8	Fibroblast - Periodontal Ligament, donor5 (PL30)	Fibroblast - Periodontal Ligament, adult	State_425	primary cell	40	year	adult	male
Stromal	11380-118B3	Fibroblast - Periodontal Ligament, donor6 (PLH3)	Fibroblast - Periodontal Ligament, adult	State_425	primary cell	22	year	adult	male
Stromal	11250-116E8	Fibroblast - Pulmonary Artery, donor1	Fibroblast - Pulmonary Artery	State_426	primary cell	unknown		unknown	unknown
Stromal	11556-120C8	Fibroblast - skin dystrophia myotonica, donor1	Fibroblast - skin dystrophia myotonica	State_427	primary cell	2	year	child	female
Stromal	11557-120C9	Fibroblast - skin dystrophia myotonica, donor2	Fibroblast - skin dystrophia myotonica	State_427	primary cell	50	year	adult	male
Stromal	11560-120D3	Fibroblast - skin dystrophia myotonica, donor3	Fibroblast - skin dystrophia myotonica	State_427	primary cell	18	year	adult	male
Stromal	11553-120C5	Fibroblast - skin normal, donor1	Fibroblast - skin normal	State_428	primary cell	25	year	adult	male
Stromal	11561-120D4	Fibroblast - skin normal, donor2	Fibroblast - skin normal	State_428	primary cell	3	year	child	male
Stromal	11555-120C7	Fibroblast - skin spinal muscular atrophy, donor1	Fibroblast - skin spinal muscular atrophy	State_429	primary cell	3	year	child	male
Stromal	11558-120D1	Fibroblast - skin spinal muscular atrophy, donor2	Fibroblast - skin spinal muscular atrophy	State_429	primary cell	2	year	child	male
Stromal	11559-120D2	Fibroblast - skin spinal muscular atrophy, donor3	Fibroblast - skin spinal muscular atrophy	State_429	primary cell	7	month	child	male
Stromal	11554-120C6	Fibroblast - skin walker warburg, donor1	Fibroblast - skin walker warburg	State_430	primary cell	1	month	newborn	male
Stromal	11535-120A5	Fibroblast - Villous Mesenchymal, donor1	Fibroblast - Villous Mesenchymal	State_431	primary cell	unknown		unknown	unknown
Stromal	11615-122A4	Fibroblast - Villous Mesenchymal, donor2	Fibroblast - Villous Mesenchymal	State_431	primary cell	unknown		unknown	unknown
Stromal	11696-123A4	Fibroblast - Villous Mesenchymal, donor3	Fibroblast - Villous Mesenchymal	State_431	primary cell	unknown		unknown	unknown
Stromal	11249-116E7	Pancreatic stromal cells, donor1	Pancreatic stromal cells	State_432	primary cell	39	year	adult	male
Stromal	11491-119E6	Pericytes, donor1	Pericytes	State_433	primary cell	unknown		unknown	unknown
Stromal	11571-120E5	Pericytes, donor2	Pericytes	State_433	primary cell	unknown		unknown	unknown
Stromal	11652-122E5	Pericytes, donor3	Pericytes	State_433	primary cell	unknown		unknown	unknown
Stromal	11254-116F3	Prostate Stromal Cells, donor1	Prostate Stromal Cells	State_434	primary cell	55	year	adult	male
Stromal	11332-117E9	Prostate Stromal Cells, donor2	Prostate Stromal Cells	State_434	primary cell	24		adult	male
Stromal	11405-118E1	Prostate Stromal Cells, donor3	Prostate Stromal Cells	State_434	primary cell	40	year	adult	male
Thymus	10027-101D9	thymus, adult, pool1	thymus, adult	State_435	tissue	0.5,0.5,0.83	year	child	male
Thymus	10043-101F7	thymus, fetal, pool1	thymus, fetal	State_436	tissue	22-34	week	embryonic	mixed
Urinary	11216-116B1	Urothelial cells, donor0	Urothelial Cells	State_437	primary cell	unknown		unknown	unknown
Urinary	11520-119H8	Urothelial Cells, donor1	Urothelial Cells	State_437	primary cell	unknown		unknown	unknown
Urinary	11600-120H7	Urothelial Cells, donor2	Urothelial Cells	State_437	primary cell	unknown		unknown	unknown
Urinary	11681-122H7	Urothelial Cells, donor3	Urothelial Cells	State_437	primary cell	unknown		unknown	unknown
Urinary	10011-101C2	bladder, adult, pool1	bladder, adult	State_438	tissue	55,58,79 	year	adult	mixed
Urinary	10319-105A4	Urethra, donor2	Urethra	State_439	tissue	unknown		unknown	male
